A=6148 B=8246 C=5724 X=759042343 Y=6103016685 Z=17629162868 M=8639
A=3733 B=7894 C=6436 X=873247272 Y=6254791904 Z=18214848266 M=9823
A=9991 B=5064 C=6630 X=107927308 Y=4034967500 Z=36538581313 M=8171
A=4511 B=7815 C=9547 X=342941917 Y=3578368440 Z=22800080713 M=5117
A=3531 B=7878 C=7998 X=727229809 Y=4279527066 Z=89884556911 M=2468
A=2253 B=5742 C=7323 X=812594095 Y=9004910206 Z=67422221727 M=4073
A=6233 B=3365 C=7816 X=372046407 Y=2265903491 Z=38985323472 M=2138
A=4879 B=7941 C=9077 X=511561399 Y=2448487565 Z=73243135045 M=2628
A=6062 B=8793 C=6428 X=863640011 Y=5313315415 Z=98685443936 M=5178
A=2985 B=9497 C=8312 X=285836153 Y=1137942635 Z=35469900187 M=1944
A=8777 B=8921 C=5762 X=184552309 Y=4901370926 Z=61921582416 M=9714
A=3676 B=6895 C=7982 X=245743646 Y=7101448061 Z=12530894724 M=6780
A=3349 B=9255 C=8400 X=461367925 Y=9788224377 Z=26255569747 M=3423
A=4500 B=6092 C=6690 X=488147439 Y=3108679826 Z=75607942258 M=7446
A=4195 B=8982 C=5404 X=957349472 Y=6735960748 Z=44069307912 M=8208
A=4210 B=9768 C=6439 X=797962135 Y=4285134785 Z=27101033399 M=8216
A=8719 B=7209 C=8395 X=526348246 Y=6718066603 Z=37935702460 M=4954
A=6699 B=4593 C=8549 X=454990142 Y=6562704799 Z=67740216673 M=3107
A=7671 B=3337 C=9611 X=447841454 Y=8340202833 Z=27426178076 M=8965
A=8046 B=8614 C=7436 X=925595677 Y=5555176556 Z=50848268775 M=2804
A=6261 B=8391 C=6915 X=498278483 Y=3716259601 Z=19912729602 M=5879
A=8904 B=3227 C=9990 X=148399336 Y=4158997074 Z=65273504102 M=3722
A=5392 B=5317 C=7631 X=206348026 Y=3557473210 Z=95122669438 M=1466
A=9674 B=8667 C=5832 X=277738722 Y=8115621163 Z=19647336634 M=5720
A=2145 B=6275 C=8873 X=644050397 Y=4390146560 Z=64297460322 M=1558
A=6739 B=7949 C=5904 X=779179105 Y=9653485071 Z=76349614984 M=9485
A=5062 B=6214 C=6420 X=564593336 Y=8706324671 Z=27473287486 M=7189
A=3926 B=8357 C=6061 X=894443620 Y=6272631108 Z=55046047236 M=2429
A=6580 B=6738 C=6305 X=210067204 Y=9278376992 Z=26993001957 M=5404
A=7921 B=6672 C=9706 X=782104416 Y=1488915588 Z=20414461303 M=3430
A=9235 B=9713 C=9464 X=157098302 Y=7691413401 Z=36881646745 M=6861
A=7728 B=6235 C=5381 X=384759343 Y=7802682202 Z=94354807393 M=4348
A=9235 B=8375 C=8265 X=620050424 Y=1116177936 Z=25777053755 M=9062
A=9539 B=6017 C=9990 X=218476739 Y=7291411071 Z=81820951449 M=5802
A=4660 B=9114 C=5596 X=614963945 Y=3774283956 Z=61045561605 M=4793
A=7844 B=3433 C=7733 X=570429033 Y=2386577437 Z=61094887789 M=5081
A=2238 B=8030 C=5766 X=471596337 Y=2922541225 Z=88882647432 M=9824
A=9596 B=8710 C=8413 X=574860988 Y=7164928240 Z=60359719765 M=5329
A=6633 B=8263 C=8162 X=751070714 Y=5902453910 Z=89046887915 M=9177
A=3986 B=7353 C=7896 X=605523587 Y=9227688211 Z=21820048635 M=9830
A=2002 B=8557 C=8133 X=499410158 Y=6879318619 Z=68512971391 M=4489
A=7308 B=4827 C=9010 X=454404809 Y=6038798348 Z=95194665362 M=7444
A=5180 B=9263 C=9672 X=624456553 Y=8950466517 Z=87378096645 M=9089
A=8820 B=9828 C=7589 X=624349989 Y=5735767829 Z=75612365734 M=2576
A=4057 B=8418 C=7633 X=351705503 Y=3619791054 Z=37561020824 M=4989
A=7247 B=6402 C=7527 X=241961761 Y=9300830542 Z=88172202584 M=5151
A=8188 B=6098 C=7894 X=661474419 Y=8743245674 Z=31780556703 M=9541
A=8082 B=8932 C=6492 X=655677076 Y=1319526907 Z=54050140423 M=1890
A=3580 B=6821 C=7891 X=617915746 Y=7736365883 Z=42692727192 M=5687
A=9640 B=5383 C=8634 X=487643494 Y=6948299481 Z=93649750521 M=6526
A=2239 B=5005 C=8463 X=791681282 Y=8926899915 Z=38294329633 M=5386
A=4665 B=3736 C=8142 X=709991280 Y=6531289819 Z=79626461293 M=6570
A=5714 B=9861 C=7342 X=494404949 Y=1498595861 Z=13908288849 M=3134
A=6729 B=8055 C=9283 X=673176688 Y=9072635844 Z=32410197382 M=1343
A=5590 B=7292 C=8995 X=405903055 Y=6830659077 Z=74255871239 M=3463
A=8112 B=8020 C=9482 X=905198102 Y=2414771978 Z=58587692066 M=6711
A=4250 B=4077 C=6522 X=828866157 Y=8664241757 Z=82964916748 M=6744
A=8665 B=3125 C=5162 X=601572542 Y=4008199605 Z=13190861008 M=2873
A=4009 B=4782 C=8602 X=451788273 Y=4001152968 Z=38733760792 M=6988
A=2930 B=4123 C=7485 X=983155099 Y=3921023770 Z=36205698993 M=6088
A=9920 B=3180 C=7950 X=548925482 Y=6573220910 Z=80965856364 M=9268
A=9041 B=4865 C=5853 X=860490777 Y=6996949540 Z=65197783880 M=1137
A=6870 B=3225 C=9774 X=300598550 Y=6898532978 Z=18273593890 M=5391
A=4994 B=8100 C=7586 X=807048636 Y=2963619183 Z=82167741814 M=1678
A=8847 B=7560 C=8832 X=530267673 Y=5202357406 Z=73247920419 M=1132
A=3751 B=7901 C=6582 X=176405671 Y=9605932286 Z=48904030312 M=7713
A=7945 B=8608 C=7747 X=113445297 Y=5771975001 Z=42512540411 M=8872
A=8056 B=8817 C=8749 X=310657638 Y=4533709085 Z=11230171388 M=4535
A=9833 B=3674 C=6522 X=960710659 Y=2040904687 Z=42390111259 M=3247
A=2650 B=3018 C=6392 X=934598225 Y=8213949945 Z=15530950300 M=9538
A=7271 B=4815 C=7212 X=259124618 Y=6839634935 Z=25771772726 M=2610
A=2684 B=3551 C=8375 X=854173613 Y=4120966880 Z=20961432039 M=3320
A=9344 B=7273 C=8567 X=342162277 Y=3239647609 Z=63081954883 M=9364
A=5825 B=7312 C=7835 X=517905480 Y=3267619676 Z=83419666311 M=3347
A=6884 B=4483 C=5713 X=904346533 Y=5786193211 Z=43475380919 M=2035
A=5493 B=6899 C=9530 X=152644529 Y=5324717098 Z=63520266349 M=7896
A=4648 B=6277 C=5112 X=673718054 Y=4558395736 Z=18952673866 M=7259
A=6488 B=8284 C=5411 X=897495838 Y=5301375226 Z=21431046088 M=1861
A=9084 B=7041 C=9795 X=978277781 Y=9508329358 Z=52859743423 M=7566
A=7603 B=6075 C=9208 X=541857407 Y=8060644474 Z=19648379433 M=5450
A=6707 B=9569 C=7451 X=532523441 Y=3752574078 Z=94230492132 M=9219
A=8799 B=3526 C=8369 X=948668180 Y=7583606965 Z=66917442016 M=1519
A=6705 B=4905 C=9842 X=143889418 Y=7018686210 Z=98630241767 M=2747
A=9243 B=3733 C=9524 X=801514871 Y=5853074440 Z=60729408292 M=3729
A=2538 B=3706 C=6156 X=896871048 Y=2098118618 Z=35438434775 M=4275
A=9713 B=6106 C=5721 X=929346293 Y=5459020778 Z=44565273351 M=3926
A=3005 B=5252 C=6910 X=197113325 Y=3167433614 Z=98664750730 M=4429
A=7054 B=3638 C=7810 X=613706538 Y=9182405165 Z=99069160300 M=1858
A=6743 B=3997 C=8264 X=225841382 Y=8865086132 Z=93188155976 M=8698
A=7844 B=7707 C=7111 X=317948784 Y=2810436315 Z=69323279867 M=6664
A=5143 B=5732 C=6948 X=515411117 Y=3557921055 Z=44601330329 M=1784
A=9532 B=3672 C=8437 X=874431569 Y=9099828804 Z=34880431279 M=1255
A=4451 B=7002 C=6195 X=162038768 Y=2258760957 Z=47655995563 M=1237
A=3238 B=4444 C=6733 X=672455999 Y=8863098814 Z=32722569212 M=9852
A=3923 B=7125 C=8359 X=843009892 Y=5025685028 Z=84172333754 M=5855
A=7565 B=7478 C=9065 X=280435752 Y=1685176796 Z=27265015645 M=8845
A=2006 B=3361 C=9827 X=619407359 Y=1054511595 Z=89016295548 M=6884
A=3632 B=9740 C=5548 X=401281571 Y=5247670802 Z=81455848167 M=4714
A=7301 B=4572 C=5769 X=222173124 Y=5174345211 Z=70391764043 M=3861
A=6889 B=5797 C=6585 X=721725311 Y=8410636203 Z=73116470491 M=6884
A=8648 B=4872 C=9520 X=793614545 Y=4140232848 Z=49329522981 M=1473
A=3746 B=6678 C=6754 X=784883032 Y=7633529534 Z=75739304695 M=4455
A=3176 B=6824 C=7523 X=458475855 Y=5098897619 Z=26162931725 M=1005
A=6112 B=7721 C=5946 X=424126779 Y=5964583044 Z=13634402165 M=9694
A=7675 B=9004 C=7089 X=176524735 Y=4214900283 Z=93534190165 M=7651
A=3295 B=5912 C=7130 X=345312683 Y=9327911871 Z=34999915287 M=3300
A=3769 B=8206 C=5705 X=570969382 Y=4952647643 Z=61295267014 M=2249
A=4771 B=8596 C=5918 X=975985510 Y=6674006972 Z=62358610446 M=7628
A=6342 B=4540 C=8968 X=977255285 Y=1892812127 Z=75359052271 M=8827
A=9966 B=6936 C=7789 X=161001710 Y=1747178352 Z=58150554378 M=7883
A=2083 B=7486 C=8024 X=294101848 Y=6879431409 Z=87021072939 M=5852
A=2794 B=8696 C=5843 X=991289393 Y=4103209073 Z=87681562288 M=4600
A=3356 B=8223 C=6197 X=937486665 Y=5205600431 Z=24320962507 M=6659
A=7691 B=6155 C=9981 X=698429060 Y=2528805184 Z=44331398100 M=4851
A=4552 B=8499 C=6168 X=668021277 Y=5414844739 Z=19014492610 M=2384
A=4600 B=8617 C=8499 X=819947643 Y=3286510747 Z=67409357124 M=4358
A=7349 B=7972 C=6825 X=471073050 Y=7406897321 Z=77952143953 M=4315
A=5018 B=7518 C=5068 X=305009290 Y=3282439125 Z=27911406852 M=7324
A=7435 B=3225 C=6443 X=256968893 Y=9616643783 Z=63184697228 M=2756
A=3041 B=8042 C=9642 X=211069599 Y=6599972308 Z=57472352620 M=2272
A=5019 B=7030 C=5754 X=254100280 Y=6103472773 Z=44584190086 M=3382
A=7546 B=9319 C=8502 X=981529727 Y=6957930362 Z=44020597508 M=8759
A=3329 B=3199 C=6390 X=621034273 Y=5561831549 Z=88199741531 M=2761
A=4587 B=7584 C=9637 X=989645762 Y=4028591320 Z=82332077298 M=1294
A=6269 B=9568 C=8187 X=108680714 Y=9547278390 Z=89880820018 M=2701
A=3660 B=7706 C=8877 X=618064125 Y=7938972085 Z=37543779323 M=3234
A=5874 B=9605 C=7658 X=956649191 Y=5997984352 Z=53680474615 M=3502
A=6212 B=9601 C=6413 X=895965146 Y=8165490177 Z=14119813991 M=9697
A=2986 B=7347 C=7778 X=408636201 Y=2469819395 Z=30811442994 M=1199
A=4248 B=3217 C=9706 X=671911356 Y=9677737722 Z=22510519404 M=6909
A=7009 B=5355 C=5193 X=394243554 Y=7755777571 Z=35744765845 M=1362
A=2297 B=3987 C=9486 X=995672285 Y=7847592052 Z=80074300571 M=8221
A=5292 B=8283 C=6198 X=422549454 Y=6541611380 Z=68819768168 M=6217
A=2640 B=8847 C=7577 X=368332675 Y=8355549104 Z=88685917027 M=9879
A=8483 B=3761 C=8162 X=784891907 Y=2530385692 Z=86853366690 M=8379
A=7945 B=4607 C=8618 X=187040160 Y=3413734295 Z=80294549449 M=4650
A=7214 B=3499 C=8454 X=780793313 Y=1402171760 Z=80245162152 M=9249
A=2235 B=5728 C=9579 X=441026274 Y=4217285656 Z=86686872839 M=1947
A=3687 B=3712 C=5876 X=870980914 Y=5376375175 Z=66161158201 M=1311
A=2993 B=3708 C=7137 X=396038548 Y=9586589872 Z=82003055631 M=3181
A=4621 B=6263 C=7572 X=716344450 Y=2449372536 Z=51985888454 M=5194
A=8594 B=3719 C=8460 X=384399288 Y=3823445680 Z=36070891766 M=2636
A=4857 B=5281 C=8615 X=825687733 Y=5170205450 Z=14584532324 M=4067
A=4708 B=3820 C=5611 X=808234268 Y=3324658023 Z=63558352818 M=5722
A=3775 B=6177 C=9764 X=280170413 Y=6886730932 Z=13121999532 M=3330
A=2844 B=9978 C=8366 X=932239366 Y=5477632671 Z=12076665047 M=6818
A=9710 B=6448 C=7190 X=588702326 Y=5794063647 Z=76562473238 M=8486
A=3606 B=3970 C=7003 X=175745292 Y=1214954859 Z=17509681305 M=9467
A=8368 B=5995 C=8778 X=308370466 Y=8969495664 Z=70329735670 M=7919
A=4109 B=8568 C=6754 X=491529895 Y=4292086861 Z=61250142061 M=1533
A=9154 B=5951 C=7637 X=632007312 Y=1394984250 Z=29145359896 M=9755
A=7043 B=3314 C=8293 X=331370133 Y=6946130376 Z=35775406598 M=3951
A=2204 B=6568 C=5474 X=199479991 Y=8682591089 Z=95903849307 M=6834
A=4654 B=6235 C=9267 X=890956385 Y=4078357842 Z=62097714529 M=7249
A=4914 B=5985 C=6501 X=586879538 Y=7732574679 Z=83104999569 M=1659
A=8742 B=6595 C=7847 X=268804341 Y=1554704405 Z=22853210510 M=2136
A=3420 B=6552 C=9720 X=691356485 Y=7994060377 Z=79829625342 M=1441
A=4666 B=5840 C=5591 X=252062989 Y=1865802806 Z=59876703330 M=5883
A=5798 B=8893 C=9208 X=326029541 Y=9760904920 Z=95311591813 M=7292
A=9093 B=7978 C=5836 X=286865810 Y=6665803836 Z=99564211716 M=9621
A=2039 B=4016 C=6537 X=424439852 Y=6839305649 Z=22830966011 M=6778
A=5107 B=3103 C=9238 X=830394092 Y=1405700762 Z=25925775838 M=3017
A=5328 B=8780 C=9765 X=909601475 Y=1147615935 Z=35040056329 M=2719
A=9690 B=7929 C=7430 X=216369419 Y=8543439386 Z=17507292565 M=8808
A=2556 B=7604 C=9692 X=547851359 Y=1914100362 Z=91715250544 M=9442
A=4249 B=7257 C=5974 X=535355970 Y=8550870793 Z=38262275372 M=7173
A=7762 B=8901 C=9481 X=857107377 Y=1885502709 Z=63328240749 M=4276
A=5453 B=7729 C=5622 X=595026529 Y=3165810433 Z=99389487675 M=5166
A=4443 B=5002 C=6627 X=315241012 Y=8176594825 Z=31250871483 M=9351
A=9923 B=4824 C=9967 X=822881911 Y=3124275140 Z=46906111932 M=5159
A=5395 B=9269 C=8178 X=729752378 Y=9367897295 Z=19062765779 M=9794
A=9522 B=7119 C=6901 X=878085426 Y=7341100606 Z=34462271523 M=9422
A=6413 B=4519 C=6080 X=550917306 Y=4569782567 Z=99084303065 M=7724
A=3254 B=3338 C=5469 X=355722412 Y=8144313580 Z=28375924967 M=7745
A=8090 B=8524 C=8463 X=660997313 Y=4135967259 Z=20592273595 M=9585
A=3145 B=8079 C=5558 X=407749566 Y=1744113987 Z=84246296303 M=2162
A=8384 B=8866 C=6607 X=849167033 Y=9049726016 Z=73906476650 M=3857
A=8352 B=9270 C=9733 X=499124674 Y=3720941840 Z=25048682725 M=6523
A=2000 B=4000 C=8000 X=707829789 Y=1845269529 Z=56706555200 M=2000
A=3702 B=5224 C=6500 X=927748444 Y=6408467016 Z=89022466374 M=5825
A=6981 B=8331 C=7608 X=969060722 Y=3823694710 Z=23715659223 M=1511
A=2442 B=7665 C=6691 X=187648821 Y=5464667960 Z=91125767894 M=3033
A=6077 B=7564 C=8740 X=117290046 Y=5925837154 Z=28772037956 M=6067
A=8569 B=4682 C=8179 X=121180410 Y=8278725899 Z=58855463346 M=5442
A=4019 B=5117 C=7836 X=176484217 Y=3788876202 Z=16373331324 M=8184
A=4740 B=4831 C=6884 X=782773994 Y=1735364418 Z=66030365538 M=3481
A=7256 B=4704 C=8420 X=107055447 Y=9905958109 Z=88098634964 M=6938
A=6151 B=5072 C=9786 X=995048995 Y=4182409171 Z=36658988200 M=9319
A=5696 B=7357 C=5677 X=992115154 Y=6671542241 Z=54662019097 M=1183
A=3049 B=8920 C=8338 X=346310365 Y=9684820205 Z=59526500499 M=7869
A=8171 B=5244 C=9190 X=228715995 Y=3820510329 Z=86366124711 M=9305
A=6756 B=5691 C=6184 X=794814615 Y=1957660149 Z=51222799501 M=3778
A=9159 B=7411 C=6020 X=616192089 Y=4161763743 Z=34070006940 M=3985
A=3946 B=6067 C=8313 X=906155759 Y=9245672398 Z=51552806039 M=2433
A=7779 B=6842 C=6295 X=347395455 Y=9649455363 Z=22795891918 M=9439
A=2238 B=8557 C=7372 X=383152303 Y=4478374260 Z=46054976164 M=7344
A=7574 B=9240 C=8395 X=721276911 Y=7788521333 Z=79467660335 M=7407
A=9271 B=6684 C=7896 X=939178598 Y=6844535488 Z=29141079793 M=3756
A=7712 B=3947 C=7618 X=264585321 Y=5884230426 Z=10642176182 M=8813
A=7902 B=4783 C=6944 X=568241469 Y=9004644867 Z=61699456469 M=9049
A=5514 B=7250 C=8672 X=420859898 Y=9775690414 Z=41195793027 M=5653
A=3245 B=8813 C=7455 X=549779617 Y=5423271875 Z=91783426594 M=4898
A=9595 B=4536 C=8604 X=168354496 Y=6683593436 Z=85058641671 M=9266
A=8009 B=7897 C=5167 X=472316655 Y=5943179912 Z=49584900788 M=2505
A=9777 B=7780 C=7668 X=206201149 Y=4834513869 Z=94108436661 M=1196
A=3447 B=3072 C=9923 X=879471746 Y=7729917231 Z=10251769071 M=2130
A=7006 B=8428 C=9630 X=129968776 Y=3079656353 Z=54867519419 M=1095
A=8988 B=4428 C=7720 X=174083740 Y=5181916170 Z=73591051229 M=4138
A=2044 B=4627 C=5272 X=679650385 Y=5682567415 Z=87478131364 M=9885
A=2839 B=4832 C=5983 X=663645598 Y=3429215130 Z=77990727444 M=4722
A=7464 B=9083 C=7684 X=887317707 Y=9381882604 Z=38985121949 M=9287
A=4458 B=5225 C=6719 X=563856050 Y=1065549756 Z=72764235260 M=6036
A=6250 B=8011 C=6424 X=702347758 Y=9865668052 Z=27217473285 M=4891
A=9657 B=3912 C=5372 X=608814234 Y=2536462215 Z=77183055639 M=4834
A=3646 B=6063 C=6280 X=273252019 Y=1811482689 Z=93189314312 M=6822
A=3660 B=4450 C=6793 X=870592665 Y=3199660620 Z=97023917693 M=5990
A=3255 B=9276 C=5357 X=778399734 Y=6115124673 Z=66450016837 M=9012
A=7277 B=3509 C=5075 X=970561159 Y=8644222025 Z=34840310908 M=6017
A=7656 B=7869 C=5624 X=171163494 Y=3853868623 Z=32135280344 M=4990
A=4588 B=3401 C=9333 X=516573599 Y=4551815818 Z=45091382639 M=2855
A=8878 B=9002 C=5143 X=328741575 Y=7476643778 Z=66725542416 M=8542
A=5515 B=3544 C=6984 X=496497614 Y=7708949099 Z=78570729637 M=2289
A=8867 B=5696 C=7778 X=249066235 Y=2271995383 Z=58645278409 M=6407
A=5155 B=3155 C=6925 X=698557624 Y=3626812606 Z=75052331082 M=4748
A=9482 B=3751 C=8028 X=345441725 Y=9074102231 Z=17823231599 M=2628
A=4498 B=9961 C=5591 X=946889822 Y=7112927689 Z=98313649223 M=9756
A=7459 B=6568 C=6915 X=765363551 Y=3278683104 Z=47939559115 M=5877
A=3537 B=3034 C=8764 X=489408856 Y=6376300465 Z=59819310864 M=3213
A=4543 B=3028 C=9225 X=854096744 Y=2647179169 Z=19880544238 M=6207
A=6550 B=3147 C=5283 X=248507601 Y=7286070111 Z=41191963384 M=9617
A=2737 B=4752 C=9001 X=369160694 Y=2127988544 Z=76549231909 M=8598
A=2644 B=3939 C=6894 X=342234773 Y=3060774586 Z=37313291673 M=2142
A=3031 B=9827 C=5436 X=207352652 Y=1475905154 Z=92180857866 M=9042
A=3912 B=6337 C=7427 X=254110415 Y=7639142236 Z=15105794963 M=6800
A=9380 B=3826 C=9600 X=875682033 Y=9048956821 Z=53932948699 M=1508
A=6903 B=7338 C=9180 X=219927205 Y=9837210062 Z=97389034133 M=7992
A=7705 B=9122 C=5990 X=786150025 Y=5995385122 Z=67903703651 M=6792
A=9608 B=4730 C=7407 X=379029963 Y=2064310474 Z=81636917577 M=8752
A=9086 B=4456 C=5859 X=836630153 Y=1137661892 Z=89351751123 M=7041
A=6097 B=6629 C=9480 X=934406406 Y=2105787963 Z=85065480615 M=3434
A=7896 B=9864 C=9593 X=403681119 Y=8516127688 Z=10606231804 M=8447
A=9375 B=8108 C=5570 X=553432920 Y=5885410306 Z=66745355186 M=4914
A=6682 B=4547 C=8284 X=156936205 Y=8587499062 Z=51071963776 M=4020
A=5503 B=6784 C=6702 X=349933852 Y=7434009792 Z=63581234895 M=6764
A=5991 B=8530 C=8094 X=666846932 Y=8828134867 Z=69144344423 M=2178
A=2596 B=4357 C=9646 X=743962881 Y=3365490886 Z=51301216604 M=6734
A=7840 B=7803 C=5369 X=800630565 Y=1745225073 Z=94990761637 M=3122
A=7019 B=8925 C=8719 X=602156768 Y=2527185891 Z=41218472097 M=7105
A=7541 B=9530 C=6668 X=553876699 Y=1181698936 Z=99885472312 M=9085
A=3741 B=5760 C=8959 X=878612516 Y=4375850356 Z=51491167685 M=4985
A=9435 B=7589 C=6127 X=508113411 Y=6932334060 Z=85737618027 M=4289
A=6338 B=3265 C=7326 X=736024799 Y=8610782496 Z=99479113622 M=6669
A=7277 B=5089 C=6824 X=901956426 Y=4815424946 Z=38453354719 M=5792
A=4816 B=4034 C=7929 X=247997502 Y=4452462153 Z=49119858468 M=5424
A=6420 B=4612 C=7943 X=909542894 Y=4780483530 Z=79766582386 M=5099
A=2801 B=8954 C=8092 X=456765950 Y=5676687488 Z=62198368236 M=2294
A=5920 B=5703 C=9705 X=732072304 Y=7666095498 Z=52623650992 M=2337
A=8602 B=4916 C=7509 X=473330987 Y=8471471554 Z=83282046184 M=3456
A=8336 B=9309 C=7038 X=309060063 Y=5134379372 Z=49621492619 M=8858
A=2619 B=5277 C=7536 X=474766809 Y=9374454223 Z=67589021286 M=5441
A=2365 B=5110 C=8560 X=578770970 Y=3907466102 Z=67539157573 M=9130
A=9955 B=8745 C=9466 X=595937120 Y=4036673663 Z=79097977654 M=5497
A=9958 B=8941 C=6212 X=532756996 Y=8193426575 Z=85098076777 M=3908
A=4795 B=7971 C=9248 X=899236699 Y=9053122937 Z=76327246944 M=4313
A=4628 B=3415 C=9104 X=831150520 Y=9516864244 Z=88231875437 M=8166
A=7953 B=3865 C=7035 X=640492409 Y=1320004378 Z=93441539757 M=3110
A=4036 B=3219 C=6426 X=178879938 Y=9265044040 Z=24384882142 M=3922
A=6297 B=7291 C=7032 X=382462655 Y=7071590199 Z=52267860668 M=7847
A=4963 B=5566 C=8743 X=820323363 Y=2127831653 Z=17264677701 M=9997
A=7910 B=4520 C=9952 X=383377124 Y=8919977713 Z=48105843473 M=5517
A=2444 B=7170 C=6093 X=708383013 Y=9457851659 Z=23258727856 M=3462
A=5501 B=6212 C=6913 X=988124308 Y=7555838800 Z=36280007744 M=8365
A=3216 B=5923 C=6126 X=411073820 Y=8846017409 Z=38054921195 M=4694
A=2565 B=7058 C=8069 X=668853846 Y=4957063827 Z=22954680956 M=6352
A=7230 B=3495 C=7420 X=621450411 Y=1779371503 Z=88137393001 M=3482
A=4286 B=5859 C=5922 X=800809085 Y=3605202669 Z=83241270783 M=1175
A=6139 B=8909 C=9572 X=913616010 Y=7870721207 Z=75632973175 M=6517
A=6201 B=3655 C=8144 X=424127206 Y=7896399776 Z=53501347143 M=1722
A=6782 B=3631 C=8102 X=755555463 Y=2309958905 Z=28383095927 M=4176
A=8724 B=5749 C=7303 X=661289214 Y=4346800896 Z=40503862388 M=4910
A=7202 B=7462 C=7382 X=508484565 Y=8617889501 Z=82735682849 M=5279
A=9681 B=6244 C=7913 X=551550047 Y=4902983524 Z=55641447285 M=3526
A=3358 B=9578 C=8400 X=402872634 Y=9893321183 Z=36438360480 M=3278
A=6753 B=6264 C=8507 X=687183700 Y=7886264545 Z=11219608007 M=5920
A=9813 B=8477 C=8018 X=694276352 Y=6750504098 Z=40110901991 M=1900
A=7305 B=9150 C=7798 X=689697192 Y=1036992351 Z=37775568595 M=3312
A=8257 B=5546 C=6220 X=943610083 Y=7205918758 Z=88967388822 M=7778
A=4761 B=7633 C=7738 X=428422865 Y=4522084508 Z=66602901452 M=9981
A=8856 B=9754 C=9151 X=422427276 Y=8037179765 Z=72437740350 M=8538
A=2519 B=6010 C=9023 X=935081357 Y=2160583412 Z=19531434620 M=8899
A=5592 B=6710 C=7645 X=948065971 Y=9599676876 Z=79625742980 M=1307
A=5223 B=8186 C=8701 X=273534720 Y=1586096919 Z=76515757842 M=6788
A=5621 B=4687 C=6360 X=956014805 Y=4186280103 Z=41535534928 M=2482
A=4164 B=6547 C=5788 X=253518219 Y=7801303838 Z=64432729386 M=5056
A=6655 B=5610 C=5997 X=763550988 Y=7301172343 Z=61700562891 M=1386
A=2682 B=7909 C=9362 X=283481250 Y=9610518717 Z=12529920394 M=6600
A=9110 B=5102 C=7104 X=975524985 Y=5447330047 Z=20558623197 M=7911
A=8040 B=5230 C=7522 X=315867474 Y=3759388344 Z=77133208801 M=8305
A=3573 B=3222 C=5939 X=535526254 Y=1012506754 Z=10597671942 M=7844
A=7971 B=3942 C=7396 X=903953085 Y=2742517276 Z=50258522878 M=5776
A=2817 B=6054 C=6320 X=375631610 Y=7904126950 Z=77075190270 M=7139
A=9351 B=5274 C=5298 X=303862172 Y=5273445912 Z=73637406154 M=5328
A=6313 B=6513 C=9583 X=441052611 Y=6563775122 Z=57686459070 M=3353
A=4374 B=7084 C=5906 X=763957275 Y=7425937836 Z=70775365196 M=6625
A=5884 B=5134 C=6056 X=203118032 Y=2778277550 Z=34815906463 M=7109
A=2808 B=9934 C=7253 X=201518308 Y=9462490884 Z=34515849637 M=9130
A=8349 B=5046 C=9991 X=227438626 Y=9309431540 Z=31377632907 M=2859
A=2653 B=4832 C=5892 X=741122915 Y=2703069120 Z=32985673361 M=7833
A=5010 B=6932 C=5347 X=978140557 Y=4931485544 Z=26931923015 M=1966
A=4717 B=8170 C=9155 X=157346257 Y=8813152556 Z=80686714742 M=1369
A=3283 B=3366 C=5523 X=991194311 Y=6394615221 Z=92521240621 M=5146
A=6366 B=4348 C=9241 X=740585353 Y=8098739021 Z=23600194996 M=7188
A=8429 B=7559 C=9801 X=990117143 Y=5398206185 Z=60951405014 M=4143
A=7965 B=3120 C=7497 X=913194848 Y=8980013897 Z=45207497945 M=9121
A=7189 B=6383 C=6345 X=345361158 Y=6340259350 Z=61154946384 M=9024
A=3577 B=4006 C=9798 X=397468210 Y=4423197347 Z=91026159929 M=2030
A=3579 B=7420 C=8732 X=617891591 Y=4645498311 Z=66454698313 M=5124
A=2205 B=3367 C=8227 X=639640074 Y=4910802136 Z=73131029070 M=7934
A=5478 B=5991 C=6511 X=240859508 Y=1497059487 Z=80401770098 M=5476
A=3558 B=4444 C=6333 X=861144133 Y=9694947424 Z=40788827166 M=6244
A=2864 B=3724 C=7337 X=859016399 Y=4206209252 Z=15640956503 M=9266
A=6938 B=6057 C=8465 X=941431980 Y=3048375896 Z=22035307408 M=3682
A=7545 B=9410 C=5080 X=235328378 Y=3721882760 Z=96280181706 M=8831
A=6001 B=4942 C=8763 X=158749432 Y=1969492568 Z=32309295042 M=2071
A=9096 B=8501 C=5088 X=912416774 Y=4919433275 Z=20560549781 M=3240
A=9051 B=4178 C=8150 X=234222900 Y=4784207877 Z=13726765648 M=4010
A=9558 B=7501 C=9637 X=151659226 Y=8602617009 Z=45093146682 M=3536
A=6041 B=9159 C=7686 X=973125327 Y=9316966396 Z=74683958415 M=3936
A=2093 B=3065 C=9174 X=216683630 Y=1385483693 Z=97007833477 M=1955
A=2331 B=7246 C=6588 X=661600233 Y=1624503311 Z=83734887922 M=4667
A=2588 B=7200 C=7686 X=602532535 Y=7025277451 Z=61242781372 M=3838
A=4012 B=6321 C=5596 X=216807945 Y=6921607153 Z=16021022334 M=1381
A=2103 B=3756 C=9857 X=517200809 Y=8600002565 Z=92885142595 M=2176
